input log file location, output/qnn-profiling-data_0.log
qnn-profile-viewer version, v2.38.0.250901140452_125126
qnn-net-run version, v2.38.0.250901140452_125126
Backend version, v2.38.0.250901140452_125126
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
1567829811,INIT,703710,US,NETRUN,ROOT,null
1567926654,COMPOSE GRAPHS,96111,US,NETRUN,ROOT,null
1568534361,FINALIZE,607585,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
1568534361,FINALIZE,607574,US,BACKEND,ROOT,QnnGraph_finalize
1569676741,DE-INIT,40688,US,NETRUN,ROOT,null
1569676741,DE-INIT,40684,US,BACKEND,ROOT,QnnContext_free
1569587458,EXECUTE,1045423,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
1569587458,EXECUTE,1045396,US,BACKEND,ROOT,QnnGraph_execute
1569635933,EXECUTE IPS,0.949821,INF/SEC,NETRUN,ROOT,null
