input log file location, output/qnn-profiling-data_0.log
qnn-profile-viewer version, v2.38.0.250901140452_125126
qnn-net-run version, v2.38.0.250901140452_125126
Backend version, v2.38.0.250901140452_125126
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
1515199740,INIT,713048,US,NETRUN,ROOT,null
1515290530,COMPOSE GRAPHS,90308,US,NETRUN,ROOT,null
1515913378,FINALIZE,622731,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
1515913378,FINALIZE,622724,US,BACKEND,ROOT,QnnGraph_finalize
1517066204,DE-INIT,43129,US,NETRUN,ROOT,null
1517066204,DE-INIT,43124,US,BACKEND,ROOT,QnnContext_free
1516971390,EXECUTE,1055946,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
1516971390,EXECUTE,1055935,US,BACKEND,ROOT,QnnGraph_execute
1517021587,EXECUTE IPS,0.945242,INF/SEC,NETRUN,ROOT,null
