serial,ref_file,inp_file,mask_file,psnr,ssim,lpips,masked_psnr,masked_ssim,niqe,brisque,piqe,norm_psnr,norm_ssim,norm_lpips,norm_masked_psnr,norm_masked_ssim,norm_niqe,norm_brisque,norm_piqe,combined_metric
0035,0035_sunset.jpg,0035_sunset_giraffe_inpainted.png,0035_mask_giraffe.png,42.04,0.994,0.0195,28.29,0.9587,23.0588,96.5505,27.5274,0.7134062927496579,0.9454094292803975,0.7364016736401674,0.623399100034614,0.9605665093029714,0.26111182320608606,0.011808424059088125,0.8176253253545881,0.47904347913404455
0036,0036_sunset.jpg,0036_sunset_plane_inpainted.png,0036_mask_plane.png,44.74,0.995,0.0103,28.26,0.9282,29.985,97.704,38.8742,0.8057455540355677,0.9578163771712164,0.8647140864714087,0.622360678435445,0.9182171618994724,0.0,0.0,0.6178021351009612,0.5256552035356385
0037,0037_sunset.jpg,0037_sunset_car_inpainted.png,0037_mask_car.png,35.63,0.9894,0.0315,24.19,0.9315,20.2808,90.8821,26.2748,0.49418604651162795,0.8883374689826302,0.5690376569037657,0.48148148148148157,0.9227992224382117,0.3658400500644655,0.06983605382634911,0.8396842783732095,0.3903122344796047
0038,0038_sunset.jpg,0038_sunset_book_inpainted.png,0038_mask_book.png,40.12,0.9923,0.0199,28.58,0.9421,17.3972,92.9006,19.5217,0.6477428180574554,0.9243176178660051,0.7308228730822873,0.6334371754932502,0.9375173562899196,0.4745493067127098,0.04917259135277343,0.9586099654481353,0.46057666180114953
0039,0039_sunset.jpg,0039_sunset_ronaldo_inpainted.png,0039_mask_ronaldo.png,40.05,0.9913,0.0167,27.04,0.9124,24.9431,93.6604,31.3764,0.6453488372093021,0.9119106699751862,0.7754532775453278,0.5801315334025614,0.8962788114412663,0.19007532289318319,0.04139448940210574,0.7498423857340597,0.4665425569459632
0040,0040_sunset.jpg,0040_sunset_mug_inpainted.png,0040_mask_mug.png,41.05,0.9937,0.0153,28.57,0.9393,19.9058,96.3557,17.6583,0.679548563611491,0.9416873449131523,0.794979079497908,0.6330910349601938,0.933629547347959,0.37997722971597464,0.013802599184107967,0.9914254317222044,0.4832429976045103
0041,0041_street.jpg,0041_street_bench_inpainted.png,0041_mask_bench.png,24.88,0.935,0.0531,14.69,0.6323,3.4667,13.9443,34.9635,0.12653898768809846,0.21339950372208566,0.2677824267782427,0.1526479750778816,0.5073590669258539,0.9997172564069698,0.857451284492422,0.6866716445771887,0.12154418363768536
0042,0042_street.jpg,0042_street_tree_inpainted.png,0042_mask_tree.png,35.67,0.9782,0.0145,21.54,0.6097,3.7148,15.3755,35.297,0.4955540355677155,0.7493796526054591,0.8061366806136682,0.38975424022152994,0.47597889475145794,0.9903640983495313,0.8428000348059312,0.6807985319860103,0.41021407375736846
0043,0043_street.jpg,0043_street_giraffe_inpainted.png,0043_mask_giraffe.png,33.79,0.9697,0.0133,20.9,0.7548,3.6679,15.4756,34.9615,0.4312585499316005,0.6439205955334995,0.8228730822873083,0.367601246105919,0.6774507081366288,0.9921321882846135,0.8417753072391218,0.6867068656422033,0.37961044555048157
0044,0044_street.jpg,0044_street_plane_inpainted.png,0044_mask_plane.png,40.68,0.9866,0.0069,23.56,0.6609,3.8891,15.717,35.2968,0.6668946648426812,0.8535980148883384,0.9121338912133892,0.45967462789892694,0.5470702582615941,0.9837931372475099,0.8393040861139689,0.6808020540925117,0.4865253141888818
0045,0045_street.jpg,0045_street_car_inpainted.png,0045_mask_car.png,34.47,0.9559,0.0239,22.5,0.5209,3.6545,15.5699,33.945,0.45451436388508887,0.47270471464019875,0.6750348675034867,0.4229837313949464,0.3526798111635657,0.9926373568374941,0.8408099544963632,0.7046079719358554,0.32045078920575487
0046,0046_street.jpg,0046_street_book_inpainted.png,0046_mask_book.png,27.95,0.9695,0.0184,14.39,0.5457,3.518,14.7616,35.4535,0.23153214774281802,0.6414392059553359,0.7517433751743375,0.14226375908618905,0.38711469036378776,0.9977832902306433,0.84908455282056,0.6780424836486206,0.3249429457744983
