serial,ref_file,inp_file,mask_file,psnr,ssim,lpips,masked_psnr,masked_ssim,niqe,brisque,piqe,norm_psnr,norm_ssim,norm_lpips,norm_masked_psnr,norm_masked_ssim,norm_niqe,norm_brisque,norm_piqe,combined_metric
0001,0001_grass.jpg,0001_grass_bench_inpainted.jpg,0001_mask_bench.png,29.35,0.9593,0.0189,20.35,0.7824,5.0108,2.1969,37.0457,0.15143369175627241,0.3899848254931719,0.5458937198067634,0.18173168411037113,0.5828437132784959,0.9431362048783725,0.9939378719148803,0.7837155900497201,0.21746244741124157
0011,0011_tablenwall.jpg,0011_tablenwall_giraffe_inpainted.jpg,0011_mask_giraffe.png,43.04,0.9903,0.0023,31.51,0.8946,4.1144,1.6586,25.9879,0.5603345280764636,0.8603945371775404,0.9468599033816425,0.5356803044719315,0.8025851938895416,0.9856169999004801,1.0,1.0,0.4735177937271293
0021,0021_wall-floor.jpg,0021_wall-floor_car_inpainted.jpg,0021_mask_car.png,57.76,0.9995,0.0001,46.15,0.9954,7.8909,64.1534,77.1141,1.0,1.0,1.0,1.0,1.0,0.806646983835119,0.29620753807552486,0.0,0.6
0031,0031_sunset.jpg,0031_sunset_ronaldo_inpainted.jpg,0031_mask_ronaldo.png,47.55,0.9982,0.0012,37.25,0.9866,24.9122,90.4558,30.3036,0.695041816009558,0.9802731411229123,0.9734299516908214,0.7177291468442754,0.9827653740697221,0.0,0.0,0.9155873113980697,0.5297489817646583
0041,0041_tabletop.jpg,0041_tabletop_bench_inpainted.jpg,0041_mask_bench.png,36.64,0.9952,0.0075,29.94,0.9805,4.2893,38.4964,41.6281,0.3691756272401434,0.9347496206373281,0.8212560386473431,0.4858864573422138,0.9708186447316883,0.977328411045765,0.5851468289540661,0.6940863979720768,0.4250362573049629
0051,0051_playground.jpg,0051_playground_giraffe_inpainted.jpg,0051_mask_giraffe.png,24.28,0.9336,0.0321,14.62,0.5767,5.1052,54.9803,51.0864,0.0,0.0,0.2270531400966185,0.0,0.1799843321582452,0.9386625468573027,0.3995114710824215,0.5090873172659027,0.0454106280193237
0061,0061_beach.jpg,0061_beach_car_inpainted.jpg,0061_mask_car.png,30.43,0.9676,0.0149,19.12,0.655,6.5036,57.6325,48.8241,0.18369175627240142,0.5159332321699543,0.6425120772946861,0.14272121788772602,0.3333333333333334,0.8723917483756926,0.36964341217966334,0.553336645399032,0.2684274131474083
0071,0071_office.jpg,0071_office_ronaldo_inpainted.jpg,0071_mask_ronaldo.png,28.93,0.9349,0.0415,18.79,0.4848,4.3919,12.5942,52.3584,0.13888888888888887,0.019726858877085987,0.0,0.13225499524262607,0.0,0.9724661513745598,0.8768474681634106,0.4842077056382049,0.03172314955319497
0081,0081_street.jpg,0081_street_plane_giraffe_inpainted.jpg,0081_mask_plane_giraffe.png,31.6,0.9617,0.0135,19.89,0.7865,3.8109,16.1877,34.8399,0.21863799283154126,0.4264036418816386,0.676328502415459,0.1671424040596258,0.59087348217783,1.0,0.8363788497835519,0.8268598096474996,0.2642740274257278
0091,0091_street.jpg,0091_street_giraffe_tree_inpainted.jpg,0091_mask_giraffe_tree.png,33.69,0.968,0.0108,21.88,0.7731,3.8504,16.0931,35.5254,0.28106332138590195,0.5220030349013649,0.7415458937198068,0.23025689819219788,0.5646298472385429,0.9981280774170311,0.8374441986909497,0.8134518114000258,0.30892245000141466
