input log file location, output/qnn-profiling-data_0.log
qnn-profile-viewer version, v2.38.0.250901140452_125126
qnn-net-run version, v2.38.0.250901140452_125126
Backend version, v2.38.0.250901140452_125126
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
853495390,INIT,232399,US,NETRUN,ROOT,null
853727235,COMPOSE GRAPHS,231360,US,NETRUN,ROOT,null
853728348,FINALIZE,1035,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
853728348,FINALIZE,1033,US,BACKEND,ROOT,GRAPH_FINALIZE
856020645,DE-INIT,16756,US,NETRUN,ROOT,null
856020645,DE-INIT,0,US,BACKEND,ROOT,null
855968677,EXECUTE,2238508,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
855968677,EXECUTE,2237442,US,BACKEND,ROOT,GRAPH_EXECUTE
856003717,EXECUTE IPS,0.446369,INF/SEC,NETRUN,ROOT,null
