input log file location, output/qnn-profiling-data_0.log
qnn-profile-viewer version, v2.38.0.250901140452_125126
qnn-net-run version, v2.38.0.250901140452_125126
Backend version, v2.38.0.250901140452_125126
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
943181959,INIT,233471,US,NETRUN,ROOT,null
943414743,COMPOSE GRAPHS,232371,US,NETRUN,ROOT,null
943415925,FINALIZE,1097,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
943415925,FINALIZE,1094,US,BACKEND,ROOT,GRAPH_FINALIZE
945860615,DE-INIT,16939,US,NETRUN,ROOT,null
945860615,DE-INIT,0,US,BACKEND,ROOT,null
945806355,EXECUTE,2388411,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
945806355,EXECUTE,2387408,US,BACKEND,ROOT,GRAPH_EXECUTE
945843511,EXECUTE IPS,0.418341,INF/SEC,NETRUN,ROOT,null
