input log file location, output/qnn-profiling-data_0.log
qnn-profile-viewer version, v2.38.0.250901140452_125126
qnn-net-run version, v2.38.0.250901140452_125126
Backend version, v2.38.0.250901140452_125126
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
991397607,INIT,236471,US,NETRUN,ROOT,null
991633170,COMPOSE GRAPHS,235385,US,NETRUN,ROOT,null
991634328,FINALIZE,1081,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
991634328,FINALIZE,1079,US,BACKEND,ROOT,GRAPH_FINALIZE
994089983,DE-INIT,20893,US,NETRUN,ROOT,null
994089983,DE-INIT,0,US,BACKEND,ROOT,null
994030945,EXECUTE,2394977,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
994030945,EXECUTE,2393829,US,BACKEND,ROOT,GRAPH_EXECUTE
994068897,EXECUTE IPS,0.417261,INF/SEC,NETRUN,ROOT,null
