input log file location, output/qnn-profiling-data_0.log
qnn-profile-viewer version, v2.38.0.250901140452_125126
qnn-net-run version, v2.38.0.250901140452_125126
Backend version, v2.38.0.250901140452_125126
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
1132533217,INIT,234778,US,NETRUN,ROOT,null
1132767531,COMPOSE GRAPHS,233667,US,NETRUN,ROOT,null
1132768753,FINALIZE,1107,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
1132768753,FINALIZE,1104,US,BACKEND,ROOT,GRAPH_FINALIZE
1135270905,DE-INIT,20565,US,NETRUN,ROOT,null
1135270905,DE-INIT,0,US,BACKEND,ROOT,null
1135211527,EXECUTE,2440884,US,NETRUN,ROOT,Graph 0: graph_s0tuzqu_
1135211527,EXECUTE,2439893,US,BACKEND,ROOT,GRAPH_EXECUTE
1135250142,EXECUTE IPS,0.409374,INF/SEC,NETRUN,ROOT,null
